ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog und edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
590;583;V;d) 4. rang, in Octav.;97;Angleterre;83;65;Introd. ‡ l'hist. d'Angletterre par le Chev. Temple, Amst. 1695.;;15149438X;;1;15149438X;M: Gr 282;;Geschichte - Groﬂbritannien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Introduction A L'histoire D'Angleterre, Par Le Chevalier Temple Enrichie de tous les Portraits des Rois, tirez sur les originaux de Westminster ec. Nescio qu‚ natale solum dulcedine tangit humanos animos. TraduitÈ de l'Anglois;1695;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;William;Temple;Sir William Temple, 1st Baronet;Q2248538;male;118801619;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
591;584;V;d) 4. rang, in Octav.;98;Angleterre;84;66;Nouv. mem. du Chev. Temple, par le Dr J. Swift. Haie 1729;;233250263;;1;233250263;M: Ge 788;;Geschichte - Neuere Geschichte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Nouveaux MÈmoires Du Chevalier Guillaume Temple Ambassadeur & Plenipotentiaire de la Grande Bretagne en diverses Cours de l'Europe;1729;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;William;Temple;Sir William Temple, 1st Baronet;Q2248538;male;118801619;M‰nnlich;;;;;;;;;Jonathan;Swift;118620193;M‰nnlich;;;;;;;;;;;;;;
592;585;V;d) 4. rang, in Octav.;99-100;Angleterre;84;66;Hist. du Schisme d'Anglet. ou les vies des C.aux Polus et Campege trad. du lat. de Sanderus, par M. Maucroix. Par. 1677. T. I. II.;;231017936;;2;231017936;M: Db 3572;M: Db 3572;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Tome second du schisme d'Angleterre, ou les vies des cardinaux Polus et Campege;1677;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;FranÁois;Maucroix;123537363;M‰nnlich;;;;;Reginald;Pole;;Lorenzo;Campeggi;118666843;;;;
593;586;V;d) 4. rang, in Octav.;101;Angleterre;84;66;Hist. de la derniere conspiration d'Anglet. Dordr. 1697.;;237321416;;1;237321416;M: Gr 431 (2);;Geschichte - Groﬂbritannien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Histoire De La DerniÈre Conspiration D'Angleterre Avec Le DÈtail Des Diverses Entreprises Contre Le Roy Et La Nation;1697;Dordrecht;Dordrecht;4130190-0;Dordrecht;tgn/7006798;Jacques;Abbadie;Jacques Abbadie;Q518333;male;100002307;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
594;587;V;d) 4. rang, in Octav.;102;Angleterre;84;66;Lettre touchant les moiens de etablir le Pretendant sur le trone de la Gr. Bretagne. Col. 1710.;;15153263X;;1;15153263X;M: Gr Mischbd 43 (2);;Geschichte - Groﬂbritannien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Lettre d'un gentilhomme de la cour de St. Germain, ‡ un de ses amis en Angleterre, contenant un mÈmoire touchant les moyens d'Ètablir le PrÈtendant sur le trÙne de la Grande-Bretagne. ...;1710;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;588;V;d) 4. rang, in Octav.;103-104;Angleterre;84;66;Hist. d'Ol. Cromwell. Utr. 1691. T. I. II.;;151601437;;2;151601445;M: Gr 106:1;M: Gr 106:1;Geschichte - Groﬂbritannien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire d'Olivier Cromwel;1691;Utrecht;Utrecht;4062222-8;Utrecht;tgn/7003627;FranÁois;Raguenet;FranÁois Raguenet;Q3085638;male;128885998;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
596;589;V;d) 4. rang, in Octav.;105;Angleterre;84;66;Relat. du procÈs de Milord Preshton et du S.r G. Ashton. Haie 1691.;;150169973;;1;150169973;M: Gr 469, M: Gr 469a;M: Gr 469 ;Geschichte - Groﬂbritannien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Relation De ce qui s'est passÈ au ProcÈz De Mylord Preston & du Sieur Jean Ashton, Leur Conviction & Condemnation, pour Crime de haute Trahison contre leurs Majestez le Roi Guillaume & la Reine Marie ...;1691;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;;;;;;;;;;;;;;;;;;;;;;;;Wilhelm;England, Kˆnig;118643355;Richard Graham;Preston;1055565329;Maria II.;England, Kˆnigin;;118643355
597;590;V;d) 4. rang, in Octav.;106;Angleterre;84;66;Defense de la Nation Britan?ique contre l'Auteur de l'avis important aux RefugiÈs, par M. Abbadie. Haie 1693.;;15021247X;;1;15021247X;M: Gr 496;M: Gr 496;Geschichte - Groﬂbritannien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Defense De La Nation Britannique, Ou Les droits de Dieu, de la Nature, & de la SocietÈ clairement Ètablis au sujet de la revolution d'Angleterre;1693;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Jacques;Abbadie;Jacques Abbadie;Q518333;male;100002307;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
598;591;V;d) 4. rang, in Octav.;107;Angleterre;84;66;Hist. des Evenemens tragiques d'Anglet. et des derniers troubles d'Ecosse. Col. 1686.;;15078919X;;1;15078919X;M: Gr 487, Schulenb. Ge 19;;Geschichte - Groﬂbritannien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Histoire des ÈvÈnemens tragiques d'Angleterre et des derniers troubles d'…cosse;1686;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;592;V;d) 4. rang, in Octav.;108;Angleterre;84;66;Apologie pour le serment de fidelitÈ, que le Roi de la Gr. Bretagne requiert de tous sujets. Londr. 1709.;;150137087;;1;150137087;M: Gr 323;M: Gr 323;Geschichte - Groﬂbritannien;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Apologie pour le serment de fidÈlitÈ, que le sÈrÈnissime Roy de la Grand' Bretagne requiert de tous ses sujets, tant ecclÈsiastiques que sÈculiers, tel que tout autre prince souverain le peut et doit lÈgitimement requÈrir des siens;1609;Londres;London;4074335-4;London;tgn/7011781;Jakob I. ;England, Kˆnig;James VI and I;Q79972;male;118639889;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
600;593;V;d) 4. rang, in Octav.;109;Angleterre;84;66;Vie du General Monck Duc d'Albemarle, restaurateur du R. Char- les II., par Th. Gumble. Londr. 1672.;;188773762;;1;188773762;M: Db 3146a;;Biographien - Briefsammlungen, Gelegenheitsschriften;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;La Vie Dv General Monk Dvc D'Albemarle, &c. Le Restaurateur de Sa MajestÈ Britannique, Charles Second;1672;Londres;London;4074335-4;London;tgn/7011781;Thomas;Gumble;Thomas Gumble;Q7790248;male;131442082;Unbekannt;;;;;;;;;Guy;MiËge;100850359;M‰nnlich;Christophe;Albemarle;;;George;Monk;117600547;;;;;;;
601;594;V;d) 4. rang, in Octav.;110;Angleterre;85;67;Le veritable Test des Jesuites.;;151844968;;1;151844968;M: Tq 1246;;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Le vÈritable Test des jÈsuites;1688;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;595;V;d) 4. rang, in Octav.;111;Angleterre;85;67;Relat. d'un voiage en Angleterre. Col. 1666.;;535555482;;1;535555482;M: Gr 805;;Geschichte - Groﬂbritannien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aav;fre;Relation D'Un Voyage En Angleterre;1666;Cologne [fingiert];ohne Ort;;;;Samuel;SorbiËre;Samuel de Sorbiere;Q3471230;male;100274331;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
603;596;V;d) 4. rang, in Octav.;112;Angleterre;85;67;Recueil des pieces qui regardent le gouvernement du voiaume d'Anglet. it. l'hist. de l'abdication de Victor. AmedÈe R. de Sardaigne, Haie 1734.;;150810954;;1;150810962;M: Gr 497 (1);M: Gr 497 (1);Geschichte - Groﬂbritannien;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Recueil de piÈces qui regardent le gouvernement du royaume d'Angleterre, et qui ont rapport aux affaires prÈsente de l'Europe . Traduites de l'anglois. ... On y a joint L'Histoire de l'abaliction de Victor-AmedÈe roi de Sardaigne ^etc.;1734;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Robert;Walpole;Robert Walpole;Q104190;male;11880605X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;Walpole, Horatio Walpole;117561703;;;;
604;597;V;d) 4. rang, in Octav.;113;Angleterre;85;67;Mem. concern. la vie de Jaques II. Amst. 1691.;;150288921;;1;15028893X;M: Gr Mischbd 55 (1);M: Gr Mischbd 55 (1);Geschichte - Groﬂbritannien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Memoires Concernans La Vie De Jaques II. Cy-devant Roi de la Grand'Bretagne;1691;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;Jakob;England, Kˆnig;118711539;;;;;;;
605;598;V;d) 4. rang, in Octav.;114;Payz bas;85;67;Suppl. ‡ l'hist. metallique de la Rep. de Hollande. Amst. 1690.;;151423296;;1;151423318;M: Fg 274:2, A: 171 Hist.;M: Fg 274:2;Historische Hilfswissenschaften - Numismatik;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: NN / Notiz;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire mÈtallique de la RÈpublique de Hollande;1688;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Pierre;Bizot;Pierre Bizot;Q52154077;male;138703981;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
606;599;V;d) 4. rang, in Octav.;115-116;Payz bas;85;67;Hist. de la vie et de la mort des 2. illustres freres Corn. et Jean de Wit. Utr. 1709. T. I. II.;;193739933;;2;193740109;M: Db 5192:1;M: Db 5192:1;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Histoire De La Vie Et De La Mort des deux illustres frÈres Corneille Et Jean De Witt;1709;Utrecht;Utrecht;4062222-8;Utrecht;tgn/7003627;Pieter;Court;Pieter de la Court;Q1960743;male;119407264;Unbekannt;;;;;;;;;Johanna Dorothea;Soutelande-Lindenaer;143525468;Unbekannt;;;;;Cornelis;Witt;121110141;Johan;Witt;118807714;;;;
607;600;V;d) 4. rang, in Octav.;117;Payz bas;85;67;Mem. de Jean de Wit. Gr. Pensionaire de la Hollande, Ratisb. 1729.;;21432995X ;;1;21432995X ;M: Db 5196;;Biographien - Briefsammlungen, Gelegenheitsschriften;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Memoires de Jean de Wit, grand pensionnaire de Hollande;1709;Ratisbonne;Regensburg;4048989-9;Regensburg;tgn/7013496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;601;V;d) 4. rang, in Octav.;118;Payz bas;85;67;Mem. pour servir ‡ l'hist. de Hollande et des autres Provinces unies, par L. Auberg. Par. 1711.;;151258791;;1;151258791;M: Gp 19;;Geschichte - Belgien, Holland;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;MÈmoires pour servir ‡ l'histoire de Hollande et des autres provinces unies. Ou l'on verra les veritables causes Divisions qui sont depuis soixante ans dans cette Republique, et qui la menacent de ruine;1711;Paris;Paris;4044660-8;Paris;tgn/7008038;Louis;Aubery DuMaurier;Louis Aubery du Maurier;Q3261123;male;143699520;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
609;602;V;d) 4. rang, in Octav.;119;Payz bas;85;67;Remarques sur l'Etat des Provinces unies des Pays bas, de M. le Chev. Temple. Utr. 1706.;;226564649;;1;226564649;M: Gp 385;;Geschichte - Belgien, Holland;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Remarques Sur L'…tat Des Provinces Unies des Pays-Bas;1706;Utrecht;Utrecht;4062222-8;Utrecht;tgn/7003627;William;Temple;Sir William Temple, 1st Baronet;Q2248538;male;118801619;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
610;603;V;d) 4. rang, in Octav.;120-121;Payz bas;85;67;Hist. des revolutions de Payz bas, depuis 1559-84. Par. 1727. T. I. II.;;135736870;;2;135736889;M: Gp 278;M: Gp 278;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire Des Revolutions Des Pai??s-Bas;1727;Paris [u.a.];Paris;4044660-8;Paris;tgn/7008038;Joseph Albert;Pagi;Joseph Albert Pagi;Q55876295;male;101428596;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
611;604;V;d) 4. rang, in Octav.;122-125;Payz bas;86;68;Hist. de la guerre de Flandre, par Famiany, Strada, trad. par Du Reyer, Par. 1664. T. I. II. III. IV.;;234929359;;4;234929499;M: Gp 372:1,1;M: Gp 372:1,1;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Hs. Besitzvermerk: GNeuhaus, Provenienz: Neuhaus, G. / Autogramm, Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire de la guerre de Flandre;1664;Paris;Paris;4044660-8;Paris;tgn/7008038;Famiano;Strada;Famiano Strada;Q2531858;male;100576400;Unbekannt;;;;;;;;;Pierre;Du Ryer;118888552;M‰nnlich;;;;;;;;;;;;;;
612;605;V;d) 4. rang, in Octav.;126-127;Payz bas;86;68;Suplement, Amst. 1729. T. 1. 11.;;186665083;;2;186665148;M: Gp 147:1;M: Gp 147:1;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Supplement A L'Histoire Des Guerres Civiles De Flandre Sous Philippe II. Roi D'Espagne, Du Pere Famien Strada, Et D'Autres Auteurs;1729;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean;Godefroy;Jean Godefroy;Q99304219;male;172099900;M‰nnlich;;;;;;;;;Jean;Dubois;1140787748;Unbekannt;Philipp II.;Spanien, Kˆnig;M‰nnlich;118593862;;;;;;;;;;
613;606;V;d) 4. rang, in Octav.;128-129;Payz bas;86;68;Hist. du Prince d'Orange et de Nassau, Levarde 1715. T. I. II.;;135738989;;2;135738997;M: Gp 212:1;M: Gp 212:1;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire Du Prince D'Orange Et De Nassau etc:;1715;Lewarde;Leeuwarden;4074085-7;Leeuwarden;tgn/7007006;Isaac;Lamigue;Isaac Lamigue;Q111371599;male;139853111;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
614;607;V;d) 4. rang, in Octav.;130;Payz bas;86;68;Hist. du Stadhouderat, par l'AbbÈ Raynal, revu par M. Rousset, Amst. 1749.;;135742501;;1;135742501;M: Gp 306;;Geschichte - Belgien, Holland;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Histoire Du Stadhouderat;1749;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Guillaume Thomas FranÁois;Raynal;Guillaume Thomas FranÁois Raynal;Q727782;male;118969420;M‰nnlich;;;;;;;;;Jean;Rousset de Missy;119145936;Unbekannt;;;;;;;;;;;;;;
615;608;V;(e) 5. rang, in octav.;131;Payz bas;86;68;Hist. de l'Archiduc Albert Gouverneur General et puis Prince Souverain de la Belgique, Col. 1693.;;135736579;;1;135736579;M: Gp 66, M: Gm 3312, Schulenb. B 27;;Geschichte - Belgien, Holland;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;L'Histoire de l'Archiduc Albert, Gouverneur General Et Puis Prince Souverain De La Belgique;1693;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;Jean-Chrysostome;BruslÈ de Montpleinchamp;Jean-Chrysostome BruslÈ de Montpleinchamp;Q99198063;male;122855043;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
616;609;V;(e) 5. rang, in octav.;132;Payz bas;86;68;Descr. de l'hotel de ville d'Amsterdam.;;172389054;;1;172389054;M: Gp 106, M: Gp 107;M: Gp 107;Geschichte - Belgien, Holland;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Description de l'hotel de ville d'Amsterdam;1747;[S.l.];ohne Ort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;610;V;(e) 5. rang, in octav.;133-134;Payz bas;86;68;Hist. generale des guerres de Flandre, par le C.al Bentivoglio, Par. 1669. T. I. II.;;150035861;;2;335326137;M: Gp 42:1;M: Gp 42:1;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire gÈnÈrale des guerres de Flandres;1669;Paris;Paris;4044660-8;Paris;tgn/7008038;Guido;Bentivoglio;Guido Bentivoglio;Q1364155;male;11924358X;M‰nnlich;;;;;;;;;Antoine;Oudin;124711030;M‰nnlich;;;;;;;;;;;;;;
618;611;V;(e) 5. rang, in octav.;135;Payz bas;86;68;Hist. des Comtes de Flande Haie 1698.;;193517221;;1;193517221;M: Gp 170;;Geschichte - Belgien, Holland;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Histoire Des Comtes De Flandre;1698;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Marius;D'Assigny;Marius D'Assigny;Q20895564;male;128639938;M‰nnlich;;;;;;;;;...;Baviere;;;;;;;;;;Adriaan;Schoonebeek;;;;;
619;612;V;(e) 5. rang, in octav.;136;Payz bas;86;68;Les delices de la Hollande Amst. 1697.;;139230629;;1;139230629;M: Gp 284 (1);M: Gp 284 (1);Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Les Delices De La Hollande;1697;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean Nicolas;Parival;Jean Nicolas de Parival;Q1609244;male;10023951X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
620;613;V;(e) 5. rang, in octav.;137;Payz bas;86;68;Nouv. descr. des Payz bas, Brux. 1697.;;221424873;;1;221424873;M: Gp 241;M: Gp 241;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Nouvelle description de toutes les Villes des dix-sept Provinces de Pays Bas, ...;1697;Bruxelles;Br¸ssel;4008460-7;Bruxelles;tgn/7007868;Jean Baptiste;Christyn;Jan Baptist Christyn (I);Q1100249;male;120060434;Unbekannt;FranÁois;Foppens;104061685;Unbekannt;Pierre;Foppens;12412948X;Unbekannt;;;;;;;;;;;;;;;;;;
621;614;V;(e) 5. rang, in octav.;138;Payz bas;86;68;AbregÈ histor. des guerres des Rois de France, et d'Angletterre, de l'Electeur de Cologne et de l'Eveque de Munster, contre les Provinces Unies, Amst. 1674. T. I.;;151354928;;1;151354936;M: Gp 2;M: Gp 2;Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Hs. Betitzvermerk: JHuet[?] No 225 (getilgt), Provenienz: Huet, J. / Autogramm / Nummer, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;"Abrege Historique Des Guerres Des Rois De France Et D'Angleterre; De L'Electeur De Cologne Et De L'Eveque De Munster; Contre Les Provinces Unies, En l'annÈe 1672, & suivantes";1674;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;615;V;(e) 5. rang, in octav.;139;Payz bas;87;69;Vie de Guill. Farel, Ministre. Amst. 1691.;;150723784;;1;150723784;M: Db 1284, H: Q 54.8∞ Helmst.;M: Db 1284;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Mit. hs. Besitzvermerk, Provenienz: NN / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;L'IdÈe du fidÈle ministre de JÈsus Christ. Ou La vie de Guillaume Farel Ministre.;1691;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;David;Ancillon;David Ancillon;Q3017374;male;129029181;Unbekannt;;;;;;;;;;;;;;;;;Guillaume;Farel;118531948;;;;;;;
