ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Edit. Anmerkungen ;Bandz‰hlung;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
605;95;93;V. Arm. 7. Rang in Oktavo;18;Histoire des Severambes ‡ Amsterdam 1702. T. I, 2.;151174784;;1;151174784;M: Lm 3572;M: Lm 3572;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;L'Histoire des Sevarambes, peuples qui habitent une partie du troisÈme continent, communement appellÈ la terre australe ...;1702;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Denis Vairasse;Allais;Denis Vairasse;Q2640319;male;121413632;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
606;95;93;V. Arm. 7. Rang in Oktavo;19-20;Voyage de Dalmatie de Grece et du Levant par G. Wheler, trad. De l' Anglois ‡ Amsterd. 1689 T. I, 2.;155922203;;2;155922211;A: 437.10 Hist.;;;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Voyage De Dalmatie, De Grece, Et Du Levant;1689;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;George;Wheler;Sir George Wheler;Q7526946;male;128378565;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
607;95;93;V. Arm. 7. Rang in Oktavo;21;Voyage de Siam fait par les PËres Jesuites envoyÈs par le Roi aux Indes, ‡ la Chine &a ‡ Amsterdam 1689.;150792999;;1;150792999;M: Gv 338;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Voyage De Siam Des Peres Jesuites, EnvoyÈs par le Roy, aux Indes ‡ la Chine;1689;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Guy;Tachard;Guy Tachard;Q1557587;male;119246007;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
608;95;93;V. Arm. 7. Rang in Oktavo;22;Second voyage du P. Tachard;135396352;;1;135396352;M: Gv 339, M: Gv 339a;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Second Voyage Du Pere Tachard Et des Jesui??tes, EnvoyÈs par le Roy, Au Royaume De Siam;1689;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Guy;Tachard;Guy Tachard;Q1557587;male;119246007;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
609;95;93;V. Arm. 7. Rang in Oktavo;23;Journal ou suite du voyage de Siam 1685 ‡ Amst. 1687. T. I-3.;185995977;;1;185995977;M: Gv 341, M: Gv 341a;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Journal ou Suite du Voyage De Siam;1687;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;FranÁois-TimolÈon;Choisy;FranÁois-TimolÈon de Choisy;Q970490;male;118675966;M‰nnlich;;;;;;;;;;;;;;;;;Pieter;Mortier;;;;;;;
610;95;93;V. Arm. 7. Rang in Oktavo;24;Nouvelle relation des voyages de Th. Gage dans la Nouvelle Espagne ‡ Amsterdam 1695.;150824939;;1;150824947;M: Gx 106;;Geschichte - Amerika;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;"Nouvelle Relation, Contenant Les Voyages De Thomas Gage dans la Nouvelle Espagne, ses diverses avantures; & son retour par la Province de Nicaragua jusques ‡ la Havane";1694;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Thomas;Gage;Thomas Gage;Q504421;male;128370416;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
611;95;93;V. Arm. 7. Rang in Oktavo;25;Relation du Groenlande ‡ Paris 1647.;151627509;;1;151627509;M: Gs 558;;Geschichte - Skandinavien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Relation du Groenland;1647;Paris;Paris;4044660-8;Paris;tgn/7008038;Isaac;La PeyrÈre;Isaac La PeyrËre;Q859889;male;118834002;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
612;96;94;V. Arm. 7. Rang in Oktavo;26-27;La vie, les avantures et le voyage de Groenlande du PËre Cordelier Pierre de Mesange ‡ Amsterdam 1720. T. I, 2.;133542475;;2;246465360;M: Gs 560:1;M: Gs 560:1;Geschichte - Skandinavien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;La Vie, Les Avantures, & le Voyage De Groenland Du RÈvÈrend Pere Cordelier Pierre De Mesange;1720;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Simon;Tyssot de Patot;Simon Tyssot de Patot;Q3484466;male;123599288;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
613;96;94;V. Arm. 7. Rang in Oktavo;28-29;Histoire de la derniËre rÈvolution de Perse ‡ la Haye 1728 T. I, 2.;151569142;;2;223469432;M: Gv 395:1, Schulenb. Gp 13;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Exlibris: Ex Bibliotheca LR Ducis Brunsvicensis Et Luneburgensis. - Nummer: 112;;Acus;fre;Histoire De La Derniere Revolution de Perse;1728;Paris;Paris;4044660-8;Paris;tgn/7008038;Judasz Tadeusz;Krusi≈Ñski;Judasz Tadeusz Krusinski;Q9354486;male;100614833;M‰nnlich;;;;;;;;;Jean-Antoine;Du Cerceau;121613763;Unbekannt;;;;;;;;;;;;;
614;96;94;V. Arm. 7. Rang in Oktavo;30;Histoire de la vie de Soliman II Empereurs des Turcs, par Ch. Ancillon ‡ Rotterd. 1706.;15072375X;;1;15072375X;M: Gv 984;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Histoire de la vie de Soliman Second Empereur des Turcs.;1706;Rotterdam;Rotterdam;4050739-7;Rotterdam Zuid;tgn/7268776;Charles;Ancillon;Charles Ancillon;Q213768;male;117660736;M‰nnlich;;;;;;;;;;;;;;;;;S¸leyman;Osmanisches Reich, Sultan;122838068;;;;;;
615;96;94;V. Arm. 7. Rang in Oktavo;31;Histoire de la Virginie trad. De l' Anglois ‡ Amsterd. 1707;136192734;;1;136192734;M: Gx 324;M: Gx 324;Geschichte - Amerika;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Histoire De La Virginie;1707;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Robert;Beverley;Robert Beverley, Jr.;Q1663770;male;123579821;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
616;96;94;V. Arm. 7. Rang in Oktavo;32;Les guerres des Turcs avec la Pologne la Moscovie et la Hongrie, par le Sr de la Croix ‡ la Haye 1689.;151528500;;1;151528500;M: Gv 979, M: Gv 979a;M: Gv 979a;Geschichte - Asien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Guerres Des Turcs Avec La Pologne, La Moscovie Et La Hongrie;1689;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;FranÁois;PÈtis de la Croix;FranÁois PÈtis de la Croix;Q561423;male;117702269;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
617;96;94;V. Arm. 7. Rang in Oktavo;33;Histoire des Indes orientales par M. Souchu de Rennefort ‡ Leide 1688.;151665869;;1;151665869;M: Gv 268;M: Gv 268;Geschichte - Asien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Histoire des Indes Orientales;1688;Leide;Leiden;4074118-7;Leiden;tgn/7006809;Urbain;Souchu de Rennefort;Urbain Souchu de Rennefort;Q3552171;male;142477974;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
618;96;94;V. Arm. 7. Rang in Oktavo;34;Les avantures de Jacques Sadeur dans le voyage de la terre australe ‡ Paris 1705.;15171844X;;1;15171844X;M: Gy 27;M: Gy 27;Geschichte - Australien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les Avantures de Jacques Sadeur dans la dÈcouverte et le voiage de la terre australe ...;1705;Paris;Paris;4044660-8;Paris;tgn/7008038;Gabriel;Foigny;Gabriel de Foigny;Q973041;male;119139219;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
619;96;94;V. Arm. 7. Rang in Oktavo;35;MÈmoires du voyage de M. le Marq. De Ville au Levant ou l' histoire du siËge de Candie par Fr. Savinien d' Alquie ‡ Amsterdam 1617.;150146728;;1;150146736;M: Gv 1052:1, M: Gf 354:1, Schulenb. B 129:1;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Les MÈmoires Du Voyage de Monsieur le Marquis De Ville au Levant, Ou l'Histoire curieuse du Siege de Candie;1670;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;FranÁois-Savinien;AlquiÈ;AlquiÈ, FranÁois-Savinien d';;male;124275583;Unbekannt;;;;;;;;;Giovanni Battista;Rostagno;137135742;Unbekannt;;;;;Alexandre #Marquis# de Saint-AndrÈ;Dupuy-Montbrun;138582092;Ghirone Francesco;Villa;13713617X;;;
620;97;95;V. Arm. 7. Rang in Oktavo;36;L' Ètat prÈsent de la puissance Ottomanne par le Sr du Vignau ‡ la Haye 1688.;15157104X;;1;15157104X;M: Gv 1028;;Geschichte - Asien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;L' Etat Present de la Puissance Ottomane;1688;A La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;;Du Vignau;Du Vignau;;male;1145341586;M‰nnlich;;;;;;;;;Abraham;Hondt;1037542258;M‰nnlich;Jacob;Ellinckhuysen;Unbekannt;1037538579;;;;;;;;;
621;97;95;V. Arm. 7. Rang in Oktavo;37;Histoire  de  Mahomet  de  possedÈ ‡ Amsterdam 1688.;151916780;;1;512758697;M: Gv 976 (1);M: Gv 976 (1);Geschichte - Asien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: NN / Monogramm / Preis, Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Histoire De Mahomet IV. DepossedÈ.;1688;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean;Donneau de VisÈ;Jean Donneau de VisÈ;Q3171779;male;100111734;M‰nnlich;;;;;;;;;;;;;;;;;Mehmed;Osmanisches Reich, Sultan;103143556;;;;;;
622;97;95;V. Arm. 7. Rang in Oktavo;38;Histoire Ethiopique de Heliodore, trad par J. Amiot ‡ Rouen 1596.;191277274;;1;191277274;M: Lg 940;M: Lg 940;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Name des ‹bersetzers von alter Hand erg‰nzt, Signatur aus der Bibliothek von Philippine Charlotte (von Praun'scher Katalog von 1754): VI.b.50, Provenienz: Stolberg, Benjamin / Autogramm / Datum 1654, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Histoire Aethiopiqve, De Heliodorvs;1596;A Roven;Rouen;4050751-8;Rouen;tgn/7008929;Heliodorus;Emesenus;Heliodorus of Emesa;Q313011;male;118548808;Unbekannt;;;;;;;;;Jacques;Amyot;118502697;Unbekannt;Thomas;Mallard;Unbekannt;1179214684;;;;;;;;;
623;100;98;VI. Arm. 1. Rang in Folio;01. Feb;Superstitions   anciens  et   modernes ‡ Amst. 1723 T. I, 2.;429240562;;2;360377246;M: Ti 2∞ 6:10,1;M: Ti 2∞ 6:10,1;Staatswissenschaften - Liturgische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Superstitions Anciennes Et Modernes;1733;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;10;98;VI. Arm. 1. Rang in Folio;3;Histoire  du  vieux  et  du  noureaux testament ‡ Amst. 1700.;15063692X;;1;150636938;M: Tb 2∞ 15:1 (1), M: Tb 2∞ 15:2 (1);M: Tb 2∞ 15:1 (1);Staatswissenschaften - Exegetische Theologie [I];Provenienzen bereits im OPAC nachgewiesen;;Enth. nur Text., Vorderdeckel mit (herzogl.?) Wappensupralibros, Enth. nur Ill., Provenienz: NN / Einband / Wappen, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Histoire Du Vieux Et Du Nouveau Testament;1700;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;David;Martin;129826316;M‰nnlich;;;;;;;;;;;;;
625;100;98;VI. Arm. 1. Rang in Folio;Apr 13;CÈrÈmonies et coulumes religieuses, reprÈsentÈes par des figures dessinÈes de la main de B. Picart ‡ Amsterdam 1728 Peuples idolatres Peuples du monde 1723 T. I. P. I, 2. 1733. T. 2,3. 1736. T. 4. 1737 T. 5. 1743 T. 7. P. 2. T. 8. 10 Volumes. /: ils en manquent T. 6. T. 7 P. 2 :/;151855382;;;311949304;M: Ti 2∞ 6:1,1, M: Ti 2∞ 7 (1);M: Ti 2∞ 6:1,1;Staatswissenschaften - Liturgische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Ohne Vortitel (Bl. *1), Hier nur 12 Ill., Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;CÈrÈmonies Et Coutumes Religieuses De Tous Les Peuples Du Monde ...;1723;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;Bernard;Picart;123379636;M‰nnlich;Jean FrÈdÈric;Bernard;Unbekannt;10007832X;;;;;;;;;
625;100;98;VI. Arm. 1. Rang in Folio;Apr 13;CÈrÈmonies et coulumes religieuses, reprÈsentÈes par des figures dessinÈes de la main de B. Picart ‡ Amsterdam 1728 Peuples idolatres Peuples du monde 1723 T. I. P. I, 2. 1733. T. 2,3. 1736. T. 4. 1737 T. 5. 1743 T. 7. P. 2. T. 8. 10 Volumes. /: ils en manquent T. 6. T. 7 P. 2 :/;432550577;;12;360142877;M: Ti 2∞ 6:9,1 (1), M: Ti 2∞ 7:1 (1);M: Ti 2∞ 6:9,1 (1);Staatswissenschaften - Liturgische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Montbail, Marthe Dumas ^de^ / Autogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Ceremonies et Coutumes Religieuses des Peuples Idolatres;1723;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;Bernard;Picart;123379636;M‰nnlich;Jean FrÈdÈric;Bernard;Unbekannt;10007832X;;;;;;;;;
626;100;98;VI Arm. I RangÈe in folio - Hist. EcclÈsiastique et ThÈologie;14;La sainte Bible qui contant le vieux et le nouveau Testament par J. F. Osterwald ‡ Amsterdam 1734.;Titel nicht eindeutig identifizierbar;;1;;;;;;;;;;fre;;1734;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;100;98;VI. Arm. 1. Rang in Folio;15;Histoire de l' eglise par M. Basnage ‡ Rotterdam 1699 T. I, 2.;150653735;;2;150653743;M: Tm 2∞  8;;Staatswissenschaften - Kirchengeschichte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Histoire De L'Eglise Depuis Jesus-Christ jusqu'‡ present;1699;Rotterdam;Rotterdam;4050739-7;Rotterdam Zuid;tgn/7268776;Jacques;Basnage de Beauval;Jacques Basnage;Q1225958;male;120538253;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
628;100;98;VI. Arm. 1. Rang in Folio;16;Sommaires des privilËges de l' ordre de St. Jean de Jerusalem par de Neberat 1636;150853866;;1;150853866;M: Tq 2∞  33;M: Tq 2∞ 33;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Sommaire des privilÈges octroyez ‡ l'Ordre de S. Iean, par les papes, empereurs, roys ... tant en Hierusalem, Margat ... qu'‡ Malte du vivant de tous les grands-maistres ... Ensemble les 3 abrÈgÈz intitulez, Malthe suppliante aux pieds du roy. La Response ‡ la dÈclaration de meﬂieurs les prÈlats ... tenue ‡ Paris l'an 1625. L'instruction pour faire les preuves de noblesse des chevaliers de Malthe ... Par Anne de Naberat.;1640;(Lyon);Lyon;4036770-8;Lyon;tgn/8728756;Anne;Naberat;Anne de Naberat;Q2851364;female;1157869939;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
629;100;98;VI. Arm. 1. Rang in Folio;17-18;Histoire  ecclÈsiastique  par  Fr. Bourgoing. Gen. 1665 T. I, 2.;143603183;;2;143603191;A: 187.10 Hist. 2∞;;;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;L'Histoire Ecclesiastique;1563;Geneve;Genf;4020137-5;GenËve;tgn/7003746;FranÁois;Bourgoing;Bourgoing, FranÁois;;male;104074205;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
630;100;98;VI. Arm. 1. Rang in Folio;19;Histoire des juifs, par Fl. Joseph, trad. Par Arnauld d' Antilly ‡ Amst. 1681.;146047338;;1;146047338;M: Lg 4∞ 111;M: Lg 4∞ 111;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-L¸neburg], Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Initiale, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Initiale;Aau;fre;Histoire Des Juifs;1681;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Flavius;Josephus;Josephus;Q134461;male;118640003;M‰nnlich;;;;;;;;;Robert;Arnauld D'Andilly;119271001;M‰nnlich;;;;;;;;;;;;;
631;101;99;VI. Arm. 1. Rang in Quarto;20-24;Histoire  des  Papes  ‡  la  Haye 1732. T. I-5.;151841799;;5;151841802;M: Tq 490, M: Tq 4∞  39;M: Tq 4∞ 39;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Histoire Des Papes, Depuis St. Pierre Jusqu'A Benoit XIII Inclusivement;1732;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;FranÁois;Bruys;FranÁois Bruys;Q94626935;male;100826067;M‰nnlich;;;;;;;;;;;;;;;;;Petrus;Apostel, Heiliger;118593323;Benedikt XIII. Papst;;119539780;Leo III. Papst;gnd/118727486;
633;101;99;VI. Arm. 2. Rang in Quarto;01. Feb;Actes du Synode national tenu ‡ Dordrecht 1618 et 1619 ‡ Leide 1624 T. I, 2.;411615858;;2;Kein Ex. Vorhanden;;;;;;;;Aaus;fre;Actes Dv Synode National, Tenu A Dordrecht, l'An MDCXIIX & XIX.;1624;Leyden;Leiden;4074118-7;Leiden;tgn/7006809;;;;;;;;;;;;;;;;Richard Jean;NerÈe;137122810;Unbekannt;Maurits;Oranje-Nassau;;;;;;;;;;;
634;101;99;VI. Arm. 2. Rang in Quarto;3;Reflexions sur les droits que les magistrats fidËles ont dans l' Èglise ‡ Amsterdam 1693.;227774604;;1;227774604;M: QuN 233 (1);M: QuN 233 (1);Quodlibetica Nova;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Reflexions Sur Les Droits, Que Les Magistrats Fidelles Ont Dans L'eglise;1693;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;101;99;VI. Arm. 2. Rang in Oktavo;4;Le triomphe de l' innocence, ou particularitÈs peu connues aussi honorables aux ReformÈs de France qu' elles le sont peu ‡ leurs adversaires par M. de Beausobre 1751.;150852746;;1;150852746;M: Tp 37;M: Tp 37;Staatswissenschaften - Regionale und lokale Kirchengeschichten;Exemplar vorhanden;Provenienz Montbail: Widmung von Beausobre an Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;"Le Triomphe de l'Innocence ou particularitÈs peu connues; aussi honorables aux rÈformÈs de France, qu'elles le sont peu ‡ leurs adversaires.";1751;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Charles Louis;Beausobre;Charles-Louis de Beausobre;Q2958217;male;117767972;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
636;101;99;VI. Arm. 2. Rang in Oktavo;5;Lettres et mÈmoires de Fr. de Vargas, touchant le concile de Trente, trad. De l' Espagnol par M. le Vassor. Amst. 1700.;150093519;;1;150093519;M: Tq 718;M: Tq 718;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aau;fre;Lettres et mÈmoires de FranÁois de Vargas, de Pierre de Malvenda, et de quelques ÈvËques d'Espagne, touchant le Concile de Trente. Trad. de l'espagnol, avec des rÈmarques, par Michel Le Vassor.;1700;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;Francisco;Vargas MejÌa;124068715;M‰nnlich;Pedro;Malvenda;Unbekannt;124061532;;;;;;;;;
637;101;99;VI. Arm. 2. Rang in Oktavo;6;Recherches sur la nature du feu de l' Enser et du lieu ou il est situÈ, par M de Schwinden trad de l' Anglois par M. Bion ‡ Amsterdam 1728.;15113989X;;1;15113989X;M: Te 1315;M: Te 1315;Staatswissenschaften - Dogmatik;Exemplar vorhanden;Provenienz Sophie Dorothea: Supralibros Monogramm SD;;Provenienz: Sophie Dorothea <Preuﬂen, Kˆnigin>;Aar;fre;"Recherches sur la nature du feu de l'enfer, et du lieu o˘ il est situÈ ; Trad. de l'anglois";1728;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Tobias;Swinden;Tobias Swinden;Q18757187;male;141918241;Unbekannt;;;;;;;;;Jean;Bion;1157871607;Unbekannt;;;;;;;;;;;;;
