ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
792;781;VII;(b) 2. rang, in Octav.;21;Dictionaires;113;87;Caprices d'imagination, ou lettres sur differens sujets d'histoire de morale de critique d'histoire naturelle.;;834;132;130;VII. Arm. 4. Rang in Oktavo;11;Caprices d' imagination ou lettres sur differens sujets d' histoire de monde, de critique d' histoire naturelle &ca.;151293805;;1;151293805;M: Lm 671;M: Lm 671;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Caprices d'imagination, ou lettres sur diffÈrens sujets d'histoire, de morale, de critique, d'histoire naturelle, ^etc.;1740;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques-Jean;Bruhier;Jacques-Jean Bruhier;Q60843244;male;1015263674;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
793;782;VII;(b) 2. rang, in Octav.;22;Dictionaires;114;88;Relation de ce qui s'est passÈ dans une assembleÈ tenue au bas de Par- nasse pour la reforme des belles lettres. Haie 1739.Relation de ce qui s'est passÈdans une assembleÈ tenue au bas de Par-nasse pour la reforme des belles lettres.Haie 1739.;;996;153;151;VIII. Arm. 3. Rang in Oktavo;15;Relation de ce qui s' es't passÈ dans une assemblÈe tenue au bas du Parnasse pour la reforme des belles-lettres ‡ la Haye 1739.;151249083;;1;151249083;M: Lm 1528a;M: Lm 1528a;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Relation de ce qui s'est passÈ dans une assemblÈe, tenue au bas du Parnasse pour la reforme des belles lettres;1739;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Antoine;Gachet d'Artigny;Antoine Gachet d'Artigny;Q2853964;male;100016847;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
794;783;VII;(b) 2. rang, in Octav.;22 b);Dictionaires;114;88;Dictionaire portatis des beaux arts, p. Mr Lacombe. Par. 1753.;;1513;228;226;XII. Arm. 2. Rang;13;Dictionnaire portatis des beauxarts ‡ Paris 1753.;151528241;;1;151528241;M: Ub 71;M: Ub 71;Kunst - Bildende K¸nste;Provenienzen bereits im OPAC nachgewiesen;;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Aaus;fre;Dictionnaire Portatif Des Beaux-Arts, Ou AbregÈ De Ce Qui Concerne l'Architecture, la Sculpture, la Peinture, la Gravure, la PoÈsie & la Musique;1753;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques;Lacombe;Jacques Lacombe;Q3159232;male;124564836;M‰nnlich;;;;;;;;;...;Barthelemi;;;;;;;;;;;;;;;;
795;784;VII;(b) 2. rang, in Octav.;23;Dictionaires;114;88;Oeuvres de Fr. de Malherbe Troies 1741.;;1067;160;158;VIII. Arm. 6. Rang in Oktavo;10;Oeuvres de Malherbe ‡ Troies 1741.;151393656;;1;151393656;M: Lm 2356;M: Lm 2356;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les Oeuvres;1641;Troyes;Troyes;4061034-2;Troyes;tgn/7008350;FranÁois;Malherbe;FranÁois de Malherbe;Q358574;male;11873038X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
796;785;VII;(b) 2. rang, in Octav.;24;Dictionaires;114;88;Les effets de la force de la con- tiquitÈ des cors, curiolitÈs des mecanique et de phisique. Par. 1700.;;865;136;134;VII. Arm. 5. Rang in Oktavo;36;Les effets de la force de la contiguitÈ des corps ‡ Paris 1700.;150560176;;1;150560176;M: Nc 390;M: Nc 390;Naturwissenschaften - Physik;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les Effets de la force de la contiguitÈ des corps ...;1700;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
797;786;VII;(b) 2. rang, in Octav.;25;Dictionaires;114;88;Hist. du com?erce et de la navigation des anciens, par Mr Huet, Eveq. d'Avranches. Par. 1727.;;52;15;13;I Arm. 5. Rang in Oktavo;43;Histoire du commerce et de la navigation des Anciens par M. Huet ‡ Paris 1727.;139771727;;1;139771727;M: Ob 304;M: Ob 304;Naturwissenschaften - Handel und Verkehr;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Histoire Du Commerce Et De La Navigation Des Anciens;1727;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre Daniel;Huet;Pierre Daniel Huet;Q568497;male;119180936;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
798;787;VII;(b) 2. rang, in Octav.;26;Dictionaires;114;88;Oeuvres posthumes du Chev. Temple. Utr. 1704.;;1003;154;152;VIII. Arm. 3. Rang in Oktavo;32;Oeuvres  posthumes  du  chevalier Temple ‡ Utrecht 1704.;146309677;;1;146309677;M: Ac 367;;Allgemeines - Gesammelte Schriften einzelner Verfasser;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Oeuvres Postumes Du Chevalier Temple;1704;Utrecht;Utrecht;4062222-8;Utrecht;tgn/7003627;William;Temple;Sir William Temple, 1st Baronet;Q2248538;male;118801619;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
799;788;VII;(b) 2. rang, in Octav.;27;Dictionaires;114;88;Secrets et remedes eprouvÈs par l'AbbÈ Rousseau Capucin et Medecin du Roi. Par. 1697.;;364;59;57;IV. Arm. 2. Rang in Oktavo;12;Secrets et remËdes Èprouvez, par M. l abbÈ Rousseau ‡ Paris 1697;150775334;;1;150775334;M: Mf 102;M: Mf 102;Medizin - Pharmazie, Pharmakologie, Toxikologie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Secrets et remÈdes Èprouvez;1697;Paris;Paris;4044660-8;Paris;tgn/7008038;Henri de Montbazon;Rousseau;Rousseau, Henri de Montbazon;;male;172338530;M‰nnlich;;;;;;;;;...;Rousseau de LaGrange Rouge;1055521364;Unbekannt;;;;;;;;;;;;;;
800;789;VII;(b) 2. rang, in Octav.;28-29;Dictionaires;114;88;Oeuvres de Mr de Benserade, 1698. T. I. II.;;1055;158;156;VIII. Arm. 5. Rang in Oktavo;34-35;Oeuvres  de  M.  de  Bensirade 1698 T. I, 2.;147224470;;2;147224489;M: Lm 359:1;M: Lm 359:1;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Les Oeuvres De Monsieur De Bensserade;1698;[S.l.];ohne Ort;;;;Isaac;Benserade;Isaac de Benserade;Q982037;male;118658263;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
801;790;VII;(b) 2. rang, in Octav.;30;Dictionaires;114;88;Vie de Henri Marie Bourdon Grand Archidiacre d'Evreux, Anv. 1705.;;710;112;110;VI. Arm. 5. Rang in Oktavo;40;La vie de Henri Marie Bourdon Grand Archidiacre d' Evreux ‡ Anvers 1705.;237531801;;1;237531801;M: Db 569;M: Db 569;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;"La Vie Et Les Vertus De Feu Mr. Henry Marie Boudon ... ; Avec des Reflexions ChrËtiennes ...";1705;Anvers;Antwerpen;4002364-3;Antwerpen;tgn/7003456;;;;;;;;;;;;;;;;;;;;;;;;Henry Marie;Boudon;100052991;;;;;;;
802;791;VII;(b) 2. rang, in Octav.;31;Dictionaires;114;88;Histoire de l'Animal, ou la connoissance du corpsanimÈ par la me- canique et la chymie, par D. Duncan Par. 1687.;;909;141;139;VII. Arm. 7. Rang in Oktavo;12;Histoire de l' animal ou la connoissance du corps animÈ par le mechanique et la chymie, par D. Ducan ‡ Paris 1687;150725264;;1;150725264;M: Nh 188;M: Nh 188;Naturwissenschaften - Zoologie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Histoire de l'animal ou la connaissance du corps animÈ par la mÈchanique et par la chymie. ...;1687;Paris;Paris;4044660-8;Paris;tgn/7008038;Daniel;Duncan;Daniel Duncan;Q5217020;male;1055365710;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
803;792;VII;(b) 2. rang, in Octav.;32;Dictionaires;114;88;Oeuvres de M. Sarrasin. Par. 1694.;;1005;154;152;VIII. Arm. 3. Rang in Oktavo;37-38;Les  oeuvres  de  M.  Sarasin  ‡ Paris 1694.;151483299;;1;151483299;M: Lm 3282;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Les Oeuvres De Mr. Sarasin;1694;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean FranÁois;Sarrasin;Jean FranÁois Sarrazin;Q3165887;male;118964380;Unbekannt;;;;;;;;;Gilles;MÈnage;118783165;M‰nnlich;...;Scudery;;;Paul;Pellisson;123993393;;;;;;;
804;793;VII;(b) 2. rang, in Octav.;33;Dictionaires;115;89;Disc. sur l'emploi du loisir. Par. 1739.;;900;139;137;VII. Arm. 6. Rang in Oktavo;43;Discours sur l' emploi de loisir ‡ Paris 1739.;150742800;;1;150742800;M: Lm 2804;M: Lm 2804;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Discours Sur L'Emploi Du Loisir;1739;Paris;Paris;4044660-8;Paris;tgn/7008038;Antoine;Pecquet;Antoine Pecquet;Q19918337;male;121605515;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
805;794;VII;(b) 2. rang, in Octav.;34;Dictionaires;115;89;TraitÈ de l'orgueil. Amst. 1692.;;902;140;138;VII. Arm. 6. Rang in Oktavo;45;TraitÈ de l' orgueil ‡ Amsterdam 1692.;151627789;;1;151627789;M: Lm 2065;M: Lm 2065;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Montbail: Autogramm Rocoulle, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aau;fre;TraitÈ De L'Orgueil;1692;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean;La Placette;Jean la Placette;Q12319161;male;129609951;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
806;795;VII;(b) 2. rang, in Octav.;35;Dictionaires;115;89;Le chef d'oeuvre d'un incon?u, poeme avec des notes par M. C. Matanasius. Haie 1732.;;1069;160;158;VIII. Arm. 6. Rang in Oktavo;12;Le chef d' oeuvre d' un in connu, poÎme par Matanasius ‡ la Haye 1732.;151693994;;1;151694001;M: Lm 3976;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Le Chef D'Oeuvre D'Un Inconu;1732;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;;;;;;;;;;;;;;;;ThÈmiseul;Saint-Hyacinthe;119097672;M‰nnlich;;;;;;;;;;;;;;
807;796;VII;(b) 2. rang, in Octav.;36;Dictionaires;115;89;IdeÈ d'un Roi parfait, par M. Chansierges. Par. 1723.;;789;125;123;VII. Arm. 2. Rang in Oktavo;42;IdÈe d' un Roi parfait, par M. Chancierges ‡ Paris 1723.;158790618;;1;158790618;M: Sf 673, Schulenb. S 37;;Staatswissenschaften - Staatslehre und Politik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;L'idÈe d'un roy parfait. Dans laquelle on dÈcouvre la veritable Grandeur, avec les moyens de l'acquerir, Suivis du sistËme de l'esprit;1723;Paris;Paris;4044660-8;Paris;tgn/7008038;Chansierges ;;Chansierges ;;unbekannt;140347542;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
808;797;VII;(b) 2. rang, in Octav.;37;Dictionaires;115;89;PensÈes ingenieuses des des Anciens et des modernes recueillies par le P. Bouhours. 1692.;;1193;179;177;IX. Arm. 3. Rang in Oktavo;20;PensÈes ingenieuses des anciens et des modernes ‡ Paris 1692.;15141694X;;1;15141694X;M: Lm 569;M: Lm 569;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;PensÈs ingÈnieuses des anciens et des modernes;1692;Paris;Paris;4044660-8;Paris;tgn/7008038;Dominique;Bouhours;Dominique Bouhours;Q1238179;male;118659472;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
809;798;VII;(b) 2. rang, in Octav.;38;Dictionaires;115;89;Essai sur l'usage de la raillerie et de l'enjoument dans les conversations, trad. de l'Anglois. Haie 1710.;;901;139;137;VII. Arm. 6. Rang in Oktavo;44;Essai sur l' usage de la raillerie et de l' enjouÈment dans les conversations, traduit de l' Anglois ‡ la Haye 1710.;138285276;;1;138285276;M: QuN 711 (1), M: Vb 571;M: Vb 571;Philosophie - Einzeldarstellungen;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Essai Sur L'Usage De La Raillerie Et De L'Enjoument Dans Les Conversations Qui roulent sur les MatiÈres les plus importantes;1710;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Anthony Ashley Cooper;Shaftesbury;Anthony Ashley-Cooper, 3rd Earl of Shaftesbury;Q335112;male;118613693;M‰nnlich;;;;;;;;;Justus;Effen;118812858;Unbekannt;;;;;;;;;;;;;;
810;799;VII;(b) 2. rang, in Octav.;39;Dictionaires;115;89;Reflexions sur la critique, par M. de la Motte. Haie 1716. T. III.;;1194;179;177;IX. Arm. 3. Rang in Oktavo;21;Reflexions sur la critique par M. de la Motte ‡ la Haye 1716.;215053702;;1;215053745;M: QuN 700.1 (1);M: QuN 700.1 (1);Quodlibetica Nova;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Provenienz: NN / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;RÈflexions Sur La Critique;1715;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Antoine Houdar;La Motte;Antoine Houdar de La Motte;Q586389;male;104270632;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
811;800;VII;(b) 2. rang, in Octav.;40;Dictionaires;115;89;L'art de vivre content, trad. de l'Anglois. Amst. 1707.;;903;140;138;VII. Arm. 6. Rang in Oktavo;46;L' art de vivre content, traduit de l' Anglois ‡ Amsterdam 1707.;150651236;;1;150651236;M: Th 111;M: Th 111;Staatswissenschaften - Predigten, Erbauungs- und Gebetb¸cher;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;L'art de vivre content.;1707;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;William;Chappell;William Chappell;Q8006702;male;123646308;Unbekannt;;;;;;;;;Richard;Allestree;124436692;Unbekannt;Dorothy Coventry;Pakington;Unbekannt;132457059;;;;;;;;;;
812;801;VII;(b) 2. rang, in Octav.;41;Dictionaires;115;89;Apologie pour les grands hom?es souponnÈs de la Magie, par G. NaudÈ. Amst. 1712.;;919;142;140;VII. Arm. 7. Rang in Oktavo;24;Apologie pour les grandshommes soupÁonnÈs de la magie par G. NaudÈ ‡ Amst. 1712.;172011906;;1;172011906;M: Hr 301;M: Hr 301;Kulturgeschichte - Magia naturalis, D‰monologie, Chiromantie;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Apologie Pour Les Grands Hommes soupÁonnez de Magie;1712;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Gabriel;NaudÈ;Gabriel NaudÈ;Q710176;male;118738151;M‰nnlich;;;;;;;;;;;;;;;;;Jan;Lamsvelt;131734350;;;;;;;
813;802;VII;(b) 2. rang, in Octav.;42-44;Dictionaires;115;89;Cours de belles lettres distribuÈ par exercices. Par. 1747. T. I. II. III.;;1114;166;164;VIII. Arm. 8. Rang in Oktavo;19-21;Cours de belles lettres distribuÈ par exercices ‡ Paris 1747 T. I3.;150259956;;3;150259964;M: Ua 5:1;M: Ua 5:1;Kunst - Allgemeine Nachschlagewerke und Darstellungen;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Cours De Belles Lettres DistribuÈ Par Exercices;1747;Paris;Paris;4044660-8;Paris;tgn/7008038;Charles;Batteux;Charles Batteux;Q1063695;male;118507141;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
814;803;VII;(b) 2. rang, in Octav.;45-48;Dictionaires;115;89;Mem. de M. de Mis de Feuquiere, conten. ses maximes sur la guerre Londr. 1737. T. I. II. III. IV.;;;;;;;;183088425;;4;183088492;M: Jb 87:1;M: Jb 87:1;Militaria - Heerwesen;Exemplar vorhanden;Provenienz Philippine Charlotte: Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Memoires de M. le marquis de FeuquiÈre, contenans ses Maximes sur la guerre, et l'application des exemples aux maximes;1736;Londres;London;4074335-4;London;tgn/7011781;Antoine de Pas;FeuquiÈres;Antoine de Pas de FeuquiËres;Q587269;male;100129587;Unbekannt;;;;;;;;;Jules de Pas;Feuquieres;104050268;M‰nnlich;;;;;;;;;;;;;;
815;804;VII;(b) 2. rang, in Octav.;49;Dictionaires;115;89;Amussemens de l'amitiÈ rendus utiles et interessants. Par. 1729.;;1079;161;159;VIII. Arm. 6. Rang in Oktavo;28;Les amusemens de l' amitiÈ rendus utiles et interessantes ‡ Paris 1729.;151808554;;1;151808554;M: Lm 3585a;M: Lm 3585a;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les Amusemens de l'amitiÈ rendus utiles et intÈressans;1729;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques Philippe;Varennes;Varennes, Jacques Philippe de;;male;129890243;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
816;805;VII;(b) 2. rang, in Octav.;50;Dictionaires;116;90;Dictionaire heraldique, par J. Chevillard. Par. 1723.;;352;58;56;IV. Arm. 2. Rang in Oktavo;18;Dictionnaire heraldique, par J. Chevillard ‡ Paris 1723.;150784090;;1;150784090;M: Fe 120;M: Fe 120;Historische Hilfswissenschaften - Heraldik;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Dictionnaire hÈraldique contenant les armes et blazons des princes, prÈlats, grands officiers de la couronne et de la maison du roy, des officiers del'ÈpÈe, de la robe, et des finaces ...;1723;Paris;Paris;4044660-8;Paris;tgn/7008038;J.;Chevillard;Chevillard, J.;;unbekannt;1026828856;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
817;806;VII;(b) 2. rang, in Octav.;51-52;Dictionaires;116;90;PensÈes diverses ecrites ‡ un Dren Sorbon?e ‡ l'occasion de la Comete qui parut aumois de Duc. 1680. Amst. 1704. T. I. II.;;862;135;133;VII. Arm. 5. Rang in Oktavo;25-26;PensÈes diverses ecrites ‡ un Docteur en Sorbonne ‡ l' occasion de la comÈte qui par˚t au mois de Decembre 1680. Amst. 1704 T. I, 2.;151389292;;2;151389306;M: Ne 11;M: Ne 11;Naturwissenschaften - Astronomie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;PensÈes Diverses, Ecrites ‡ un Docteur De Sorbonne, A l'occasion de la Comete qui parut au mois de Decembre 1680;1704;Rotterdam;Rotterdam;4050739-7;Rotterdam Zuid;tgn/7268776;Pierre;Bayle;Pierre Bayle;Q214816;male;11850777X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
818;807;VII;(b) 2. rang, in Octav.;53;Dictionaires;116;90;Remarques nouv. sur la langue Francise. Par. 1676.;;1476;221;219;XI Arm. 2 RangÈe in oktavo Dictionnaires et Grammaires &ca;6;Remarques nouvelles sur la langue franÁoise ‡ Paris 1676.;150447310;;1;150447310;M: Kl 46;M: Kl 46;Sprachwissenschaft - Franzˆsische Grammatik;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aaus;fre;Remarques Nouvelles Sur La Langue Francoise;1676;Paris;Paris;4044660-8;Paris;tgn/7008038;Dominique;Bouhours;Dominique Bouhours;Q1238179;male;118659472;M‰nnlich;;;;;;;;;Olivier;Patru;100241891;Unbekannt;;;;;;;;;;;;;;
